"","county","id","odate","capacity.KW","rotor.diameter.m","hub.heigh.m","Manufacture","Type.designation","county.no","Type.of.location","Cadastral.district","Cadastral.no","X.east.coordinate","Y.north.coordinate","Distribution.company.number","Type.of.connection","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","ddate","eastWest","fullLoad","scrapped","time","survival","under100","under150","under450","InstallYear"
"3370","Morsø","w570715000000028052",1988-03-28,  90,  0.10,  0.10,"Ukendt","Ukendt-Ukendt",773,"LAND","Ukendt","0",  469523.0,  6280572.0,"2292370048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,      0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-05-08,"west",NA,1, 4424, 4424 ,0,0,0,"1988"
"3371","Morsø","w570715000000028038",1987-12-17, 200, 25.00, 30.00,"Vestas","V 25-200",773,"LAND","Solbjerg","10a",  481731.1,  6303004.0,"222921","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,     0, 623168, 653329, 665878, 612622, 584460, 616390, 621890, 580280, 521900, 570270, 596170, 537222, 587445, 527120, 545867, 454091,  546103,  531234, 468356,  581755, 533344,  457865,  509936,  474997,NA,"west",2810.15109,0, 8993, 8993+,0,0,1,"1987"
"3372","Morsø","w570715000000027949",1986-11-25,  99, 19.60, 22.80,"Wincon","W 99 kW",773,"LAND","Jørsby","10f",  492726.0,  6305057.0,"2291200037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  22946,243281, 266287, 279175, 284537, 261780, 275305, 293996, 290104, 246307, 209499, 226717, 246727, 198955, 250779, 193515,  11552,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-11-22,"west",2536.67609,1, 5841, 5841 ,1,0,0,"1986"
"3373","Morsø","w570715000000027512",1997-12-10, 225, 27.00, 31.50,"Vestas","V 27-225",773,"LAND","Sejerslev","6b",  491528.5,  6306808.2,"222876","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  51482, 765741, 678035, 760100, 672303, 704766, 615651,  702112,  696436, 634137,  723949, 655874,  640493,  627674,  702336,NA,"west",3034.96444,0, 5347, 5347+,0,0,1,"1997"
"3374","Morsø","w570715000000028823",2000-12-15, 850, 52.00, 44.00,"Vestas","V 52-850",773,"LAND","Ø.Jølby","3a",  482072.3,  6298172.4,"223980","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  27504,1854320,1790978,1671513, 1919893, 1894044,1701967, 1994900,1773373, 1764899, 1658306, 1932939,NA,"west",2120.49329,0, 4246, 4246+,0,0,0,"2000"
"3375","Morsø","w570715000000027895",1986-10-01,  99, 18.00, 22.80,"NEG Micon","NM 99",773,"LAND","Dragstrup","7b",  476744.0,  6298172.0,"2290700032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  41393,219436, 240187, 251811, 256648, 236122, 245872, 258494, 246559, 241937, 192144, 209604, 218227, 165556, 129684,  43401,      4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-11-22,"west",2125.03838,1, 5896, 5896 ,1,0,0,"1986"
"3376","Morsø","w570715000000028212",1989-12-07, 200, 25.00, 30.00,"Vestas","V 25-200",773,"LAND","Elsø by","5a",  486287.0,  6295901.0,"2293930064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0, 475918, 437855, 437000, 460400, 442140, 419860, 365050, 405950, 423000, 339074, 141921, 353152, 191620,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-03,"west",1958.88333,1, 4561, 4561 ,0,0,0,"1989"
"3377","Morsø","w570715000000027826",1985-10-23,  75, 17.00, 23.00,"Windmatic","75",773,"LAND","Ljørslev","5a",  485750.0,  6288575.0,"2290050025",NA,NA,NA,NA,NA,NA,NA,NA,NA, 22045, 163843,144763, 158452, 166121, 169312, 155770, 159080, 165080, 166310, 149220, 131900, 150390, 142950, 122964, 140061, 127465,  94432,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-09-09,"west",2011.40083,1, 6165, 6165 ,1,0,0,"1985"
"3378","Morsø","w570715000000028762",2000-04-25, 750,  0.10,  0.10,"Ukendt","Ukendt-Ukendt",773,"LAND","Ukendt","0",  469523.0,  6280572.0,"2389490117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,      0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-08-13,"west",NA,1,  110,  110 ,0,0,0,"2000"
"3379","Morsø","w570715000000027536",1981-10-05,  22, 10.00, 18.50,"Smedemester","22-Smedemester",773,"LAND","Skallerup","3b",  479615.0,  6301300.0,"2287910004",NA,NA,NA,NA,NA,  2285, 12328,  14948,  15176, 11929,  14776, 13056,  14290,  14982,  15270,  14048,  22833,  27659,  21560,   3812,   9295,   7140,  12033,  12335,  15772,  11826,   2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-08-29,"west", 647.88182,1, 7633, 7633 ,1,0,0,"1981"
"3380","Morsø","w570715000000027796",1985-07-09,  75, 17.00, 23.00,"Vestas","V 17-75",773,"LAND","Hvidbjerg","5n",  474261.0,  6287992.0,"2289730022",NA,NA,NA,NA,NA,NA,NA,NA,NA, 66743, 198422,175315, 191894, 201181, 205046, 188646, 184150, 181430, 190980, 176690, 156290, 172030, 176760, 167000, 202311, 164387, 169121, 101023,NA,NA,NA,NA,NA,NA,NA,NA,2003-10-19,"west",2432.66902,1, 6676, 6676 ,1,0,0,"1985"
"3381","Morsø","w570715000000027888",1996-07-01, 225, 27.00, 31.50,"Vestas","V 27-225",773,"LAND","Sundby","3a",  481971.3,  6303599.8,"222906","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 236187, 521512, 217000, 222000, 224001, 211999, 435995, 745140, 814000, 710726, 777738, 705741, 734647, 659363,  696477,  729686, 677498,  763826, 610934,  674244,  698309,  731860,NA,"west",2629.07467,0, 5874, 5874+,0,0,1,"1996"
"3382","Morsø","w570715000000028328",1991-05-07, 200, 26.00, 30.00,"Wincon","W 200/26",773,"LAND","Redsted","8l",  478984.1,  6290039.8,"223039","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 254185, 432880, 447680, 467040, 417440, 350960, 401680, 389520, 375007, 435040, 334696, 292209, 316543,  380444,  317193, 308995,  436690, 235940,  222029,  201843,  317813,NA,"west",1779.95500,0, 7756, 7756+,0,0,1,"1991"
"3383","Morsø","w570715000000027819",1985-10-09,  75, 17.00, 23.00,"Vestas","V 17-75",773,"LAND","Karby","5a",  472477.0,  6288598.0,"2289990024",NA,NA,NA,NA,NA,NA,NA,NA,NA, 27173, 201958,178439, 195313, 204766, 208699, 192007, 192040, 195180, 202390, 189980, 165180, 183760, 186877, 128910, 122853, 155796, 126776,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-16,"west",2420.12333,1, 6216, 6216 ,1,0,0,"1985"
"3384","Morsø","w570715000000028168",1989-09-26, 200,  0.10,  0.10,"Ukendt","Ukendt-Ukendt",773,"LAND","Ukendt","0",  469523.0,  6280572.0,"2293440059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,      0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-12-15,"west",NA,1, 3732, 3732 ,0,0,0,"1989"
"3385","Morsø","w570715000000027543",1981-10-06, 225,  0.10,  0.10,"Ukendt","Ukendt-Ukendt",773,"LAND","Ukendt","0",  469523.0,  6280572.0,"2288090005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,      0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-04-15,"west",NA,1, 6766, 6766 ,0,0,0,"1981"
"3386","Morsø","w570715000000028632",1999-12-01,1000, 54.00, 45.00,"BONUS","1 MW",773,"LAND","Ljørslev","1ab",  485400.0,  6290216.0,"223840","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 329626,2476976,2131728,2216828,2025859, 2257710, 2270142,1983839, 2576819,2242791, 2030192, 2127392, 2323363,NA,"west",2212.75236,0, 4626, 4626+,0,0,0,"1999"
"3387","Morsø","w570715000000028229",1990-02-08, 225, 27.00, 31.50,"Vestas","V 27-225",773,"LAND","Ø.Jølby","12c",  484761.6,  6297025.9,"222940","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 506244, 558906, 548900, 588450, 591030, 515530, 492480, 520730, 556130, 468440, 477990, 454175, 483975, 435652,  502139,  494179, 428179,  561297, 490858,  462423,  452565,  520648,NA,"west",2240.89511,0, 8209, 8209+,0,0,1,"1990"
"3388","Morsø","w570715000000028205",1989-12-19, 225, 27.00, 30.00,"Danwind","DW 27-Danwind",773,"LAND","Frøslev","3d",  483409.2,  6294968.5,"222938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0, 548029, 504199, 467980, 478850, 553560, 493990, 424320, 493950, 469010, 441920, 468798, 394569, 347177, 398925,  328157,  279401, 197346,  168086, 115165,  346241,  258070,NA,2010-11-07,"west",1759.92733,1, 7628, 7628 ,0,0,1,"1989"
"3389","Morsø","w570715000000028724",2000-03-13,1000, 54.20, 50.00,"BONUS","1 MW",773,"LAND","Sdr. Dråby","13a",  490080.7,  6305821.2,"223890","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1911526,2412639,2504339,2245018, 2602868, 2490096,2201438, 2738633,2437782, 2368636, 2376654, 2577954,NA,"west",2437.81030,0, 4523, 4523+,0,0,0,"2000"
"3390","Morsø","w570715000000028731",2000-03-13,1000, 54.20, 50.00,"BONUS","1 MW",773,"LAND","Sdr. Dråby","13h",  490181.3,  6305971.3,"223891","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953689,2502529,2575497,2304243, 2691179, 2598153,2318368, 2895345,2551469, 2484423, 2541972, 2676789,NA,"west",2546.31780,0, 4523, 4523+,0,0,0,"2000"
"3391","Morsø","w570715000000070952",2003-12-17,1750, 66.00, 67.00,"Vestas","V 66 1,75",773,"LAND","Rakkby by, Rakkeby","9x",  477314.1,  6292381.3,"224372","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 127433, 4389890, 4393878,4097723, 4863366,3725899, 3858151, 2247579, 4434352,NA,"west",2251.14171,0, 3149, 3149+,0,0,0,"2000"
"3392","Morsø","w570715000000027918",1986-10-01,  99, 18.00, 22.80,"NEG Micon","NM 99",773,"LAND","Dragstrup","7b",  476737.0,  6298222.0,"2290960034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  40135,212768, 232888, 244160, 248850, 228947, 221157, 203100, 258227, 233068, 227857, 180447, 228341, 204912, 186335,  22140,      0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-11-22,"west",2109.89697,1, 5896, 5896 ,1,0,0,"1986"
"3393","Morsø","w570715000000028755",2000-04-25,1000, 54.00, 50.00,"BONUS","1 MW",773,"LAND","Ørding","14g",  483438.8,  6284688.4,"223893","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1469546,2125972,2292030,2036782, 2328837, 2285859,2069071, 2656669,2364599, 2153621, 2083218, 2264989,NA,"west",2239.66580,0, 4480, 4480+,0,0,0,"2000"
"3394","Morsø","w570715000000027642",1984-11-20,  55, 15.00, 22.50,"Vestas","55-Vestas",773,"LAND","Elsø by","6c",  486609.0,  6295301.0,"2289240017",NA,NA,NA,NA,NA,NA,NA,NA,  10083, 95105, 117809,104089, 113933, 119447, 121741, 112004, 110000, 118900, 120038, 107562,  93054, 106746, 106800,  86641, 105824,  89336,  38107,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-06-03,"west",1956.18075,1, 6404, 6404 ,1,0,0,"1984"
"3395","Morsø","w570715000000027932",1986-11-25,  99, 19.60, 22.80,"Wincon","W 99 kW",773,"LAND","Jørsby","10f",  492688.0,  6304939.0,"2291120036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  23287,246902, 270250, 283330, 288772, 265677, 258305, 274352, 284809, 269686, 232770, 243580, 252376, 103250, 208037, 213695,  27592,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-11-22,"west",2488.74815,1, 5841, 5841 ,1,0,0,"1986"
"3396","Morsø","w570715000000027567",1981-12-04,  55, 15.00, 18.50,"Vestas","HVK 15",773,"LAND","Hvidbjerg","10e",  475392.0,  6287011.0,"2288410009",NA,NA,NA,NA,NA,     0,150430, 182398, 185178,145557, 180305,159308, 174372, 182812, 186323, 171421, 164960, 172060, 175150, 163680, 146150, 155640, 162200, 151252, 168765, 137256, 117600,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-15,"west",3013.83364,1, 7620, 7620 ,1,0,0,"1981"
"3397","Morsø","w570715000000028311",1991-01-31, 100, 20.00, 24.00,"Vestas","V 20-100",773,"LAND","Frøslev","11s",  483386.5,  6294572.3,"222987","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 227941, 238100, 256800, 256890, 232010, 211880, 232320, 239600, 213893, 236946, 202311, 220520, 196138,  217534,  223798, 184742,  230001, 189543,  178092,  175806,  191321,NA,"west",2177.32842,0, 7852, 7852+,1,0,1,"1991"
"3398","Morsø","w570715000000028649",1999-12-01,1000, 54.00, 45.00,"BONUS","1 MW",773,"LAND","Ljørslev","1aa",  485410.2,  6290003.9,"223841","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 329626,2434349,2078784,2152837,1947263, 2210399, 2203760,1948123, 2521836,2188567, 1995975, 1983735, 2304526,NA,"west",2151.42073,0, 4626, 4626+,0,0,0,"1999"
"3399","Morsø","w570715000000028298",1990-12-11, 225, 27.00, 31.50,"Vestas","V 27-225",773,"LAND","Hvidbjerg","5ac",  476784.6,  6288447.8,"222958","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0, 578469, 568640, 579890, 593530, 558250, 504860, 537050, 550560, 488485, 543083, 450775, 497010, 442225,  503184,  494116, 448603,  569708, 504526,  471780,  457114,  541362,NA,"west",2298.19067,0, 7903, 7903+,0,0,1,"1990"
"3400","Morsø","w570715000000056499",2002-06-14, 850, 52.00, 49.00,"Vestas","V 52-850",773,"LAND","Vils By Vejerslev","1a",  484773.6,  6292085.9,"224090","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 795999,1649682, 2016539, 2033998,1784384, 2162050,1804627, 1745085, 1696596, 1898751,NA,"west",2190.14132,0, 3700, 3700+,0,0,0,"2000"
"3401","Morsø","w570715000000028267",1990-09-19, 100, 20.00, 24.00,"Vestas","V 20-100",773,"LAND","Outrup","3a",  480017.7,  6294695.5,"222944","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  67494, 248384, 241081, 290273, 228584, 239446, 206980, 237526, 246183, 178169, 159302, 202792, 218770, 196101,  218807,  218833, 191258,  249129, 216615,  183589,  199393,  224170,NA,"west",2185.60750,0, 7986, 7986+,1,0,1,"1990"
"3402","Morsø","w570715000000028892",1999-10-26, 750, 48.00, 45.00,"NEG Micon","NM 48/750",773,"LAND","Alsted","2a",  488512.5,  6300051.8,"223994","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,      0,1506044,1799274,1413550, 1770695, 1745591,1619649, 1868264,1764396, 1648668, 1706437, 1852806,NA,"west",2041.52339,0, 4662, 4662+,0,0,0,"1999"
"3403","Morsø","w570715000000027765",1985-07-09,  75, 17.00, 23.00,"Vestas","V 17-75",773,"LAND","Hvidbjerg","5n",  474286.0,  6288112.0,"2289730022",NA,NA,NA,NA,NA,NA,NA,NA,NA, 66743, 198422,175315, 191894, 201181, 205046, 188646, 184150, 181430, 190980, 176690, 156290, 172030, 176760, 167000, 202311, 164387, 169121, 101023,NA,NA,NA,NA,NA,NA,NA,NA,2003-10-19,"west",2432.66902,1, 6676, 6676 ,1,0,0,"1985"
"3404","Morsø","w570715000000027789",1985-07-09,  75, 17.00, 23.00,"Vestas","V 17-75",773,"LAND","Hvidbjerg","5n",  474391.0,  6288030.0,"2289730022",NA,NA,NA,NA,NA,NA,NA,NA,NA, 66743, 198422,175315, 191894, 201181, 205046, 188646, 184150, 181430, 190980, 176690, 156290, 172030, 176760, 167000, 202311, 164387, 169121, 101023,NA,NA,NA,NA,NA,NA,NA,NA,2003-10-19,"west",2432.66902,1, 6676, 6676 ,1,0,0,"1985"
"3405","Morsø","w570715000000027772",1985-07-09,  75, 17.00, 23.00,"Vestas","V 17-75",773,"LAND","Hvidbjerg","5n",  474154.0,  6288068.0,"2289730022",NA,NA,NA,NA,NA,NA,NA,NA,NA, 66743, 198422,175315, 191894, 201181, 205046, 188646, 184150, 181430, 190980, 176690, 156290, 172030, 176760, 167000, 202311, 164387, 169121, 101023,NA,NA,NA,NA,NA,NA,NA,NA,2003-10-19,"west",2432.66902,1, 6676, 6676 ,1,0,0,"1985"
"3406","Morsø","w570715000000028618",1999-10-29, 660, 47.00, 50.00,"Vestas","V 47-660",773,"LAND","Galtrup","1b",  487855.6,  6301529.1,"223832","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 266448,1759085,1512460,1647800,1412062, 1686093, 1695110,1550174, 1907407,1698706, 1571353, 1636275, 1607610,NA,"west",2489.87948,0, 4659, 4659+,0,0,0,"1999"
"3407","Morsø","w570715000000028342",1991-10-18, 225, 27.00, 31.50,"Vestas","V 27-225",773,"LAND","Vejerslev","9b",  483007.0,  6288324.0,"2310500077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  91301, 507940, 579670, 569820, 516940, 471090, 511190, 526780, 454986, 530301, 434483, 456778,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-12-20,"west",2268.08889,1, 4081, 4081 ,0,0,0,"1991"
"3408","Morsø","w570715000000058998",2002-12-19,1300, 62.00, 60.00,"BONUS","1300 kW",773,"LAND","Vejerslev by","3b",  482756.2,  6288207.6,"224178","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  78095,2872779, 3302726, 3308453,2986802, 3654272,3263637, 3011802, 2947906, 3200812,NA,"west",2437.34394,0, 3512, 3512+,0,0,0,"2000"
"3409","Morsø","w570715000000028786",2000-06-09, 660, 47.00, 45.00,"Vestas","V 47-660",773,"LAND","Solbjerg by","4e",  480043.4,  6298874.2,"223933","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 896681,1569037,1641265,1470173, 1691748, 1615179,1508653, 1887523,1649811, 1585152, 1530709, 1733594,NA,"west",2446.85606,0, 4435, 4435+,0,0,0,"2000"
"3410","Morsø","w570715000000027833",1985-12-09,  75, 17.00, 23.00,"Windmatic","75",773,"LAND","Alsted","4c",  489008.0,  6303489.0,"2290130026",NA,NA,NA,NA,NA,NA,NA,NA,NA,     0, 192767,170318, 186424, 195447, 199201, 183269, 173040, 184510, 188320, 174970, 153600, 176650, 177780, 154504, 177814, 151425, 128052,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-11-18,"west",2366.69917,1, 6188, 6188 ,1,0,0,"1985"
"3411","Morsø","w570715000000028304",1991-01-25, 225,  0.10,  0.10,"Ukendt","Ukendt-Ukendt",773,"LAND","Ukendt","0",  469523.0,  6280572.0,"2298640073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,      0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001-02-28,"west",NA,1, 3687, 3687 ,0,0,0,"1991"
"3412","Morsø","w570715000000027840",1986-02-20,  55,  0.10,  0.10,"Ukendt","Ukendt-Ukendt",773,"LAND","Ukendt","0",  469523.0,  6280572.0,"2290210027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,      0,      0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000-09-30,"west",NA,1, 5336, 5336 ,0,0,0,"1986"
"3413","Morsø","w570715000000028274",1990-09-21, 200, 26.00, 30.00,"Wincon","W 200/26",773,"LAND","Ejerslev","6ar",  493934.0,  6309622.0,"2294500070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 156961, 577631, 543560, 601360, 595120, 539300, 494511, 549720, 552520, 506297, 536379, 474505, 480682,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-12-04,"west",2714.04682,1, 4457, 4457 ,0,0,0,"1990"
"3414","Morsø","w570715000000028151",1989-09-25, 100, 20.00, 24.00,"Vestas","V 20-100",773,"LAND","Sundby","8a,7q",  479316.0,  6303457.0,"2293360058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  78256, 319035, 293519, 278300, 295700, 301660, 278600, 247780, 271220, 289000, 251603, 286676, 242534, 217073,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-30,"west",2796.35583,1, 4783, 4783 ,1,0,0,"1989"
"3415","Morsø","w570715000000028588",1999-08-10, 660, 47.00, 50.00,"Vestas","V 47-660",773,"LAND","V. Assels","12c",  480095.8,  6283732.3,"223818","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352664,1352664,1525326,1699311,1542377, 1794368, 1276384,1292307, 1937578,1774073, 1690847, 1626744, 1863293,NA,"west",2412.11832,0, 4739, 4739+,0,0,0,"1999"
"3416","Morsø","w570715000000028700",2000-01-27,1000, 54.00, 50.00,"BONUS","1 MW",773,"LAND","Blidstrup","1a",  482174.2,  6285430.6,"223861","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2115990,1988031,2135902,1934996, 2242339, 2133146,1878973, 2488337,2206584, 2013215, 1978237, 2256654,NA,"west",2099.97600,0, 4569, 4569+,0,0,0,"2000"
"3417","Morsø","w570715000000027635",1984-03-28,  55, 15.50, 22.50,"Windmatic","55 kW-Windmatic",773,"LAND","Alsted","4c",  489002.0,  6303584.0,"2289160016",NA,NA,NA,NA,NA,NA,NA,NA, 124650,130639, 161826,142981, 156502, 164076, 167228, 153853, 144410, 158070, 161175, 145455, 133800, 143170, 145100, 131844, 147405, 132365, 104724,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-11-18,"west",2695.07914,1, 6809, 6809 ,1,0,0,"1984"
"3418","Morsø","w570715000000027901",1986-10-01,  99, 18.00, 22.80,"NEG Micon","NM 99",773,"LAND","Dragstrup","7b",  476740.0,  6298198.0,"2290880033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  36583,193937, 212277, 222551, 226825, 208684, 201584, 206068, 270574, 249688, 223396, 185157, 211217, 124422,  29943,  40581,      0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-11-22,"west",1890.17104,1, 5896, 5896 ,1,0,0,"1986"
"3419","Morsø","w570715000000028748",2000-04-25,1000, 54.00, 50.00,"BONUS","1 MW",773,"LAND","Ørding","9c",  483464.6,  6284480.5,"223892","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483045,2079127,2276846,2012246, 2316740, 2268647,2088873, 2572871,2353853, 2133090, 2085316, 2382347,NA,"west",2218.76090,0, 4480, 4480+,0,0,0,"2000"
"3420","Morsø","w570715000000028199",1989-12-08, 200, 25.00, 30.00,"Vestas","V 25-200",773,"LAND","Sejerslev","10a",  493128.6,  6310586.7,"222937","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  90615, 554131, 509812, 488000, 533000, 518900, 491100, 443000, 468000, 495000, 441581, 460885, 431655, 461276, 355317,  444839,  437927, 392763,  487787, 425356,  397108,  422893,  469271,NA,"west",2300.07857,0, 8271, 8271+,0,0,1,"1989"
"3421","Morsø","w570715000000028625",1999-11-15, 660, 47.00, 50.00,"Vestas","V 47-660",773,"LAND","Galtrup","1a",  487924.6,  6301914.7,"223831","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 266448,1755195,1537768,1604798,1425306, 1652370, 1553037,1420391, 1711042,1543086, 1468938, 1439292, 1616932,NA,"west",2356.91777,0, 4642, 4642+,0,0,0,"1999"
"3422","Morsø","w570715000000070990",2003-12-22, 850, 52.00, 54.00,"Vestas","V 52-850",773,"LAND","Mollerup By, Mollerup","5k",  481619.9,  6292997.0,"224362","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  52336, 2302435, 2351269,2090445, 2610983,2269562, 2233368, 2254368, 2460970,NA,"west",2707.97143,0, 3144, 3144+,0,0,0,"2000"
"3423","Morsø","w570715000000028656",2000-01-18,1000, 54.00, 45.00,"BONUS","1 MW",773,"LAND","Blidstrup","1c",  482096.3,  6285063.7,"223852","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2323813,2152634,2313280,2077099, 2414330, 2326232,2082333, 2639941,2372547, 2189865, 2172019, 2426701,NA,"west",2274.02800,0, 4578, 4578+,0,0,0,"2000"
"3424","Morsø","w570715000000027864",1986-04-04,  75, 17.00, 23.00,"Vestas","V 17-75",773,"LAND","Karby","20c",  472954.0,  6288362.0,"2290470029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 140506,186214, 203824, 213689, 217793, 200374, 192956, 198402, 206288, 189486, 167891, 182814, 193760, 173323, 202538, 163636, 135704,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002-10-16,"west",2571.54489,1, 6039, 6039 ,1,0,0,"1986"
"3425","Morsø","w570715000000056277",2002-06-14, 850, 52.00, 49.00,"Vestas","V 52-850",773,"LAND","Fredsø By, Lødderup","5o",  484837.1,  6292253.9,"224092","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 772176,1526170, 1849191, 1863661,1695655, 2093712,1846236, 1675516, 1760845, 1947079,NA,"west",2104.55676,0, 3700, 3700+,0,0,0,"2000"
