"","date","time","windSetW","windEstW","ElbasDKW","PriceDKW","bal.price.up","bal.price.down","bal.to.up","bal.to.down","sys.imbalance.pos","sys.imbalance.neg","cons.prog.DK1","cons.prog.DK2","cons.DK1","cons.DK2","cons.DK","DK.West.and.Germany.mwh_h","DK.East.and.Germany.mwh_h","diff","cons.diff.dkw","cons.diff.dk","pos.sys.imb.dummy","neg.sys.imb.dummy","DKWElbON","reg.up.dummy","reg.down.dummy","WindPos","error_plus","error_neg","error_plus_sq","error_neg_sq","cons.pos.w","cons.error.plus.w","cons.error.neg.w","cons.pos","cons.error.plus","cons.error.neg","sys.imbalance"
"3168",2010-10-16,"5",7.87,3.98,NA,45.39,45.38,45.38,NA,NA,7.6,NA,15.8,10.94,16.62,"1163",28.25,"908.0","550.0",3.89,0.82,1.51,1,0,0,0,0,1,3.89,0,15.1321,0,1,0.82,0,1,1.51,0,7.6
"3889",2010-10-16,"6",7.79,3.73,NA,47.02,47.01,47.01,NA,NA,37.4,NA,16.36,11.13,17.14,"1188",29.02,"950.0","550.0",4.06,0.780000000000001,1.53,1,0,0,0,0,1,4.06,0,16.4836,0,1,0.780000000000001,0,1,1.53,0,37.4
"4610",2010-10-16,"7",7.9,3.66,NA,47.95,47.94,41.17,NA,-73.3,138.6,NA,17.64,12.2,18.53,"1224",30.77,"950.0","550.0",4.24,0.890000000000001,0.93,1,0,0,0,1,1,4.24,0,17.9776,0,1,0.890000000000001,0,1,0.93,0,138.6
"5331",2010-10-16,"8",7.95,3.68,NA,48.75,48.74,39.96,NA,-74.2,71.6,NA,19.94,12.99,20.71,"1359",34.3,"928.0","550.0",4.27,0.77,1.37,1,0,0,0,1,1,4.27,0,18.2329,0,1,0.77,0,1,1.37,0,71.6
"6052",2010-10-16,"9",7.95,3.7,50,49.41,54.97,49.4,33.5,NA,NA,-121.1,21.51,14.84,22.22,"1507",37.29,"290.0","25.1",4.25,0.709999999999997,0.939999999999998,0,1,1,1,0,1,4.25,0,18.0625,0,1,0.709999999999997,0,1,0.939999999999998,0,-121.1
"285",2010-10-17,"1",0.94,0.5,NA,48.84,52.93,48.84,25.2,NA,NA,-6.3,17.1,13.23,17.61,"1315",30.76,"950.0","550.0",0.44,0.509999999999998,0.43,0,1,0,1,0,1,0.44,0,0.1936,0,1,0.509999999999998,0,1,0.43,0,-6.3
"6774",2010-10-17,"10",1.52,0.64,NA,48.95,53.13,48.95,122,NA,NA,-120.2,21.22,15.71,21.82,"1566",37.48,"950.0","550.0",0.88,0.600000000000001,0.549999999999997,0,1,0,1,0,1,0.88,0,0.7744,0,1,0.600000000000001,0,1,0.549999999999997,0,-120.2
"7495",2010-10-17,"11",1.34,0.74,NA,49.82,53.13,49.82,111.9,NA,NA,-97.4,21.57,16.04,21.83,"1596",37.79,"340.0","388.7",0.6,0.259999999999998,0.18,0,1,0,1,0,1,0.6,0,0.36,0,1,0.259999999999998,0,1,0.18,0,-97.4
"8216",2010-10-17,"12",1.56,0.91,NA,51.34,53.13,51.34,120.1,NA,NA,-77.8,21.41,16.33,21.7,"1603",37.73,"-187.9","0.0",0.65,0.289999999999999,-0.00999999999999801,0,1,0,1,0,1,0.65,0,0.4225,0,1,0.289999999999999,0,0,0,0.00999999999999801,-77.8
"8937",2010-10-17,"13",1.7,1.2,NA,49.92,53.13,49.92,110,NA,NA,-45.7,20.96,16.33,21.11,"1596",37.07,"105.1","0.0",0.5,0.149999999999999,-0.219999999999999,0,1,0,1,0,1,0.5,0,0.25,0,1,0.149999999999999,0,0,0,0.219999999999999,-45.7
"9658",2010-10-17,"14",2.07,1.46,NA,48.92,53.13,48.92,111,NA,NA,-51.2,20.44,16.14,20.83,"1573",36.56,"397.9","154.0",0.61,0.389999999999997,-0.019999999999996,0,1,0,1,0,1,0.61,0,0.3721,0,1,0.389999999999997,0,0,0,0.019999999999996,-51.2
"10379",2010-10-17,"15",2.59,1.6,NA,48.24,53.13,48.24,111,NA,NA,-34.6,20.1,15.71,20.93,"1540",36.33,"950.0","550.0",0.99,0.829999999999998,0.519999999999996,0,1,0,1,0,1,0.99,0,0.9801,0,1,0.829999999999998,0,1,0.519999999999996,0,-34.6
"11100",2010-10-17,"16",2.78,1.71,NA,48.18,50.66,48.18,101.3,NA,15.1,NA,20.24,15.36,21.02,"1517",36.19,"950.0","550.0",1.07,0.780000000000001,0.590000000000003,1,0,0,1,0,1,1.07,0,1.1449,0,1,0.780000000000001,0,1,0.590000000000003,0,15.1
"11821",2010-10-17,"17",2.97,1.78,NA,43.68,43.68,43.68,NA,NA,87.2,NA,21.1,16.03,21.65,"1554",37.19,"950.0","550.0",1.19,0.549999999999997,0.0599999999999952,1,0,0,0,0,1,1.19,0,1.4161,0,1,0.549999999999997,0,1,0.0599999999999952,0,87.2
"12542",2010-10-17,"18",2.91,1.74,NA,46.9,46.9,46.9,NA,NA,61.7,NA,23.56,17.39,24.01,"1740",41.41,"297.5","550.0",1.17,0.450000000000003,0.459999999999994,1,0,0,0,0,1,1.17,0,1.3689,0,1,0.450000000000003,0,1,0.459999999999994,0,61.7
"13263",2010-10-17,"19",2.73,1.69,NA,60.05,60.35,60.05,81.6,NA,NA,-110.3,25.05,18.28,26.01,"1875",44.76,"-897.4","-50.0",1.04,0.960000000000001,1.43,0,1,0,1,0,1,1.04,0,1.0816,0,1,0.960000000000001,0,1,1.43,0,-110.3
"1006",2010-10-17,"2",1,0.44,48,48.55,57,48.55,175.9,NA,NA,-162.2,16.33,12.38,16.9,"1244",29.34,"950.0","550.0",0.56,0.57,0.629999999999999,0,1,1,1,0,1,0.56,0,0.3136,0,1,0.57,0,1,0.629999999999999,0,-162.2
"13984",2010-10-17,"20",2.83,1.8,NA,71.8,71.82,71.8,142.7,NA,NA,-173,24.64,18.13,25.5,"1827",43.77,"-1,066.4","-335.7",1.03,0.859999999999999,1.00000000000001,0,1,0,1,0,1,1.03,0,1.0609,0,1,0.859999999999999,0,1,1.00000000000001,0,-173
"14705",2010-10-17,"21",3.17,2.05,NA,63.9,63.9,63.9,38.6,NA,22.2,NA,22.61,17.1,23.55,"1727",40.82,"-1,220.4","-368.8",1.12,0.940000000000001,1.11,1,0,0,1,0,1,1.12,0,1.2544,0,1,0.940000000000001,0,1,1.11,0,22.2
"15426",2010-10-17,"22",3.47,2.4,56,52.95,52.95,52.95,NA,NA,91.3,NA,21.11,16.12,22.23,"1628",38.51,"-1,010.5","0.0",1.07,1.12,1.27999999999999,1,0,1,0,0,1,1.07,0,1.1449,0,1,1.12,0,1,1.27999999999999,0,91.3
"16147",2010-10-17,"23",4.19,2.82,NA,53.17,53.17,53.17,NA,NA,8.3,NA,18.79,14.73,20.43,"1516",35.59,"-1,111.5","-50.0",1.37,1.64,2.07000000000001,1,0,0,0,0,1,1.37,0,1.8769,0,1,1.64,0,1,2.07000000000001,0,8.3
"16868",2010-10-17,"24",4.77,3.37,NA,47.72,47.72,45.72,NA,NA,4.6,NA,16.95,13.53,18.44,"1399",32.43,"226.8","550.0",1.4,1.49,1.95,1,0,0,0,0,1,1.4,0,1.96,0,1,1.49,0,1,1.95,0,4.6
"1727",2010-10-17,"3",1.21,0.44,48.65,48.4,57,48.4,161.1,NA,NA,-124.7,15.91,11.95,16.48,"1200",28.48,"950.0","550.0",0.77,0.57,0.620000000000001,0,1,1,1,0,1,0.77,0,0.5929,0,1,0.57,0,1,0.620000000000001,0,-124.7
"2448",2010-10-17,"4",1.44,0.48,49.2,48.31,52.93,48.31,150,NA,NA,-121.4,15.78,11.77,16.42,"1185",28.27,"950.0","550.0",0.96,0.640000000000002,0.720000000000002,0,1,1,1,0,1,0.96,0,0.9216,0,1,0.640000000000002,0,1,0.720000000000002,0,-121.4
"3169",2010-10-17,"5",1.69,0.5,49.6,48.33,52.93,48.33,150,NA,NA,-106.2,15.85,11.74,16.45,"1192",28.37,"950.0","550.0",1.19,0.6,0.780000000000001,0,1,1,1,0,1,1.19,0,1.4161,0,1,0.6,0,1,0.780000000000001,0,-106.2
"3890",2010-10-17,"6",1.48,0.5,50,48.49,52.93,48.49,145.9,NA,NA,-239.1,16.36,11.91,16.9,"1207",28.97,"950.0","550.0",0.98,0.539999999999999,0.699999999999999,0,1,1,1,0,1,0.98,0,0.9604,0,1,0.539999999999999,0,1,0.699999999999999,0,-239.1
"4611",2010-10-17,"7",1.5,0.51,NA,48.61,52.93,48.61,100,NA,NA,-35.6,17.43,12.54,18.01,"1264",30.65,"950.0","550.0",0.99,0.580000000000002,0.68,0,1,0,1,0,1,0.99,0,0.9801,0,1,0.580000000000002,0,1,0.68,0,-35.6
"5332",2010-10-17,"8",1.65,0.54,NA,48.47,52.93,48.47,110.5,NA,NA,-33.9,18.96,13.12,19.62,"1330",32.92,"950.0","550.0",1.11,0.66,0.840000000000003,0,1,0,1,0,1,1.11,0,1.2321,0,1,0.66,0,1,0.840000000000003,0,-33.9
"6053",2010-10-17,"9",1.61,0.58,NA,48.57,52.93,48.57,111,NA,NA,-110.8,20.28,13.72,21.06,"1457",35.63,"950.0","550.0",1.03,0.779999999999998,1.63,0,1,0,1,0,1,1.03,0,1.0609,0,1,0.779999999999998,0,1,1.63,0,-110.8
"286",2010-10-18,"1",5.45,3.88,NA,45.2,45.19,45.19,NA,NA,56.5,NA,15.86,11.48,17.34,"1267",30.01,"548.9","550.0",1.57,1.48,2.67,1,0,0,0,0,1,1.57,0,2.4649,0,1,1.48,0,1,2.67,0,56.5
"6775",2010-10-18,"10",12.82,12.29,NA,52.23,52.22,52.22,NA,NA,NA,-114.2,29.34,18.98,30.32,"1933",49.65,"-800.0","-550.0",0.530000000000001,0.98,1.33,0,1,0,0,0,1,0.530000000000001,0,0.280900000000001,0,1,0.98,0,1,1.33,0,-114.2
"7496",2010-10-18,"11",14.36,13.67,NA,52.49,52.48,52.48,NA,NA,NA,-18.5,29.85,19.33,31.38,"1915",50.53,"-800.0","-550.0",0.69,1.53,1.35,0,1,0,0,0,1,0.69,0,0.476099999999999,0,1,1.53,0,1,1.35,0,-18.5
"8217",2010-10-18,"12",15.34,14.43,NA,51.7,51.69,40.9,NA,-39.3,28.3,NA,29.58,19.38,31.35,"1923",50.58,"-700.0","-550.0",0.91,1.77,1.62,1,0,0,0,1,1,0.91,0,0.8281,0,1,1.77,0,1,1.62,0,28.3
"8938",2010-10-18,"13",15.87,14.82,NA,51.1,51.09,40.22,NA,-51.2,26.7,NA,28.93,19.17,31.1,"1914",50.24,"-700.0","-550.0",1.05,2.17,2.14,1,0,0,0,1,1,1.05,0,1.1025,0,1,2.17,0,1,2.14,0,26.7
"9659",2010-10-18,"14",16.16,14.65,NA,50.36,50.35,50.35,NA,NA,30,NA,29.17,18.91,31.32,"1909",50.41,"-700.0","-550.0",1.51,2.15,2.33,1,0,0,0,0,1,1.51,0,2.2801,0,1,2.15,0,1,2.33,0,30
"10380",2010-10-18,"15",15.97,14.13,NA,50.03,50.02,39.55,NA,-79.3,58,NA,28.46,18.19,30.29,"1880",49.09,"-600.0","-550.0",1.84,1.83,2.44,1,0,0,0,1,1,1.84,0,3.3856,0,1,1.83,0,1,2.44,0,58
"11101",2010-10-18,"16",14.97,13.65,NA,49.86,49.85,49.85,NA,NA,35.6,NA,27.12,17.38,28.53,"1824",46.77,"-600.0","-488.0",1.32,1.41,2.27,1,0,0,0,0,1,1.32,0,1.7424,0,1,1.41,0,1,2.27,0,35.6
"11822",2010-10-18,"17",14.42,12.89,NA,47.97,47.96,47.96,NA,NA,88,NA,26.49,17.5,28.24,"1843",46.67,"-600.0","-314.5",1.53,1.75,2.68000000000001,1,0,0,0,0,1,1.53,0,2.3409,0,1,1.75,0,1,2.68000000000001,0,88
"12543",2010-10-18,"18",13.57,11.77,54.9,52.91,52.9,45.72,NA,NA,60.6,NA,28.05,18.39,30.1,"1970",49.8,"-1,200.0","-160.7",1.8,2.05,3.36,1,0,1,0,0,1,1.8,0,3.24,0,1,2.05,0,1,3.36,0,60.6
"13264",2010-10-18,"19",12.83,10.81,NA,51.57,51.56,45.72,NA,-19.2,36.5,NA,28.15,18.75,30.25,"2048",50.73,"-900.0","-550.0",2.02,2.1,3.83,1,0,0,0,1,1,2.02,0,4.0804,0,1,2.1,0,1,3.83,0,36.5
"1007",2010-10-18,"2",6.67,4.42,NA,46.82,46.81,46.81,NA,NA,89.7,NA,15.2,11.11,16.95,"1168",28.63,"850.0","550.0",2.25,1.75,2.32,1,0,0,0,0,1,2.25,0,5.0625,0,1,1.75,0,1,2.32,0,89.7
"13985",2010-10-18,"20",12.88,10.17,NA,51.97,51.96,45.72,NA,-19.2,NA,-61.2,28.05,18.69,29.11,"1981",48.92,"-900.0","-550.0",2.71,1.06,2.18,0,1,0,0,1,1,2.71,0,7.3441,0,1,1.06,0,1,2.18,0,-61.2
"14706",2010-10-18,"21",13.28,9.43,56.58,54.35,54.34,45.59,NA,-28.3,NA,-53.5,26.47,18.07,26.77,"1845",45.22,"-900.0","-550.0",3.85,0.300000000000001,0.68,0,1,1,0,1,1,3.85,0,14.8225,0,1,0.300000000000001,0,1,0.68,0,-53.5
"15427",2010-10-18,"22",13.43,8.45,NA,47.18,47.17,43.24,NA,-70,NA,-45.1,24.44,16.91,25.1,"1731",42.41,"29.6","50.0",4.98,0.66,1.06,0,1,0,0,1,1,4.98,0,24.8004,0,1,0.66,0,1,1.06,0,-45.1
"16148",2010-10-18,"23",12.68,7.66,NA,46.89,46.88,34.86,NA,-227.7,235,NA,22.07,15.68,23.17,"1605",39.22,"810.2","550.0",5.02,1.1,1.47,1,0,0,0,1,1,5.02,0,25.2004,0,1,1.1,0,1,1.47,0,235
"16869",2010-10-18,"24",11.97,7.01,43,44.67,44.66,28.57,NA,-155.6,176.7,NA,19.55,13.73,21.26,"1446",35.72,"850.0","550.0",4.96,1.71,2.44,1,0,1,0,1,1,4.96,0,24.6016,0,1,1.71,0,1,2.44,0,176.7
"1728",2010-10-18,"3",7.64,5.03,NA,44.35,44.34,39.02,NA,-54.1,141.1,NA,15.14,10.76,17.07,"1134",28.41,"883.5","550.0",2.61,1.93,2.51,1,0,0,0,1,1,2.61,0,6.8121,0,1,1.93,0,1,2.51,0,141.1
"2449",2010-10-18,"4",8.83,5.75,NA,43.33,43.32,38.62,NA,-55,151.4,NA,15.32,10.82,17.17,"1135",28.52,"859.9","550.0",3.08,1.85,2.38,1,0,0,0,1,1,3.08,0,9.4864,0,1,1.85,0,1,2.38,0,151.4
"3170",2010-10-18,"5",9.48,6.56,NA,41.9,41.89,27.09,NA,-112.6,160.5,NA,15.83,11.13,18.03,"1158",29.61,"826.4","550.0",2.92,2.2,2.65,1,0,0,0,1,1,2.92,0,8.5264,0,1,2.2,0,1,2.65,0,160.5
"3891",2010-10-18,"6",9.95,7.4,41,43.13,43.12,39.15,NA,-37.6,19.9,NA,17.85,11.64,19.52,"1265",32.17,"534.6","550.0",2.55,1.67,2.68,1,0,1,0,1,1,2.55,0,6.50249999999999,0,1,1.67,0,1,2.68,0,19.9
"4612",2010-10-18,"7",10.44,8.31,NA,56.09,56.08,56.08,NA,NA,NA,-74,23.08,13.7,23.2,"1531",38.51,"-1,105.0","-50.0",2.13,0.120000000000001,1.73,0,1,0,0,0,1,2.13,0,4.5369,0,1,0.120000000000001,0,1,1.73,0,-74
"5333",2010-10-18,"8",10.99,9.46,NA,52.18,52.17,52.17,NA,NA,NA,-121.3,27.92,16.73,28.14,"1723",45.37,"-800.0","-550.0",1.53,0.219999999999999,0.719999999999992,0,1,0,0,0,1,1.53,0,2.3409,0,1,0.219999999999999,0,1,0.719999999999992,0,-121.3
"6054",2010-10-18,"9",11.38,10.79,NA,52.44,52.43,52.43,NA,NA,NA,-47.5,29.02,17.67,29.66,"1875",48.41,"-800.0","-550.0",0.590000000000002,0.640000000000001,1.72,0,1,0,0,0,1,0.590000000000002,0,0.348100000000002,0,1,0.640000000000001,0,1,1.72,0,-47.5
"287",2010-10-19,"1",10.12,6.35,NA,47.09,47.08,42.98,NA,-25.3,81.8,NA,17.71,13.46,19.82,"1322",33.04,"550.0","550.0",3.77,2.11,1.87,1,0,0,0,1,1,3.77,0,14.2129,0,1,2.11,0,1,1.87,0,81.8
"6776",2010-10-19,"10",4.49,3.76,46.9,50.85,50.84,39.43,NA,-33,67.3,NA,29.78,19.25,30.07,"1912",49.19,"-200.0","-550.0",0.73,0.289999999999999,0.159999999999997,1,0,1,0,1,1,0.73,0,0.532900000000001,0,1,0.289999999999999,0,1,0.159999999999997,0,67.3
"7497",2010-10-19,"11",4.02,3.99,46.7,50.69,50.68,50.68,NA,NA,38.4,NA,30.66,19.31,30.52,"1924",49.76,"-200.0","-537.2",0.0299999999999994,-0.140000000000001,-0.210000000000001,1,0,1,0,0,1,0.0299999999999994,0,0.000899999999999962,0,0,0,0.140000000000001,0,0,0.210000000000001,38.4
"8218",2010-10-19,"12",4.16,4.15,NA,50.37,50.36,50.36,NA,NA,1.7,NA,30.6,18.96,30.21,"1901",49.22,"-200.0","-545.2",0.00999999999999979,-0.390000000000001,-0.340000000000003,1,0,0,0,0,1,0.00999999999999979,0,9.99999999999957e-05,0,0,0,0.390000000000001,0,0,0.340000000000003,1.7
"8939",2010-10-19,"13",4.3,4.5,NA,50.38,52.8,50.37,NA,NA,23,NA,30.48,18.75,29.21,"1897",48.18,"-200.0","-550.0",-0.2,-1.27,-1.05,1,0,0,0,0,0,0,0.2,0,0.0400000000000001,0,0,1.27,0,0,1.05,23
"9660",2010-10-19,"14",4.07,4.71,NA,50.21,52.8,50.2,NA,NA,121.6,NA,30.87,18.76,29.37,"1879",48.16,"-200.0","-550.0",-0.64,-1.5,-1.47000000000001,1,0,0,0,0,0,0,0.64,0,0.4096,0,0,1.5,0,0,1.47000000000001,121.6
"10381",2010-10-19,"15",4.21,4.78,NA,50.01,52.8,50,NA,NA,55.2,NA,29.68,18.4,28.72,"1875",47.47,"-200.0","-508.3",-0.57,-0.960000000000001,-0.609999999999999,1,0,0,0,0,0,0,0.57,0,0.3249,0,0,0.960000000000001,0,0,0.609999999999999,55.2
"11102",2010-10-19,"16",4.61,5.02,NA,49.81,52.8,49.8,NA,NA,197.5,NA,28.01,18.18,27.32,"1844",45.76,"-200.0","-476.4",-0.409999999999999,-0.690000000000001,-0.43,1,0,0,0,0,0,0,0.409999999999999,0,0.168099999999999,0,0,0.690000000000001,0,0,0.43,197.5
"11823",2010-10-19,"17",3.95,5.13,NA,50.28,55.87,50.27,12.5,NA,141.6,NA,27.55,18.34,26.56,"1840",44.96,"-200.0","-261.0",-1.18,-0.990000000000002,-0.93,1,0,0,1,0,0,0,1.18,0,1.3924,0,0,0.990000000000002,0,0,0.93,141.6
"12544",2010-10-19,"18",4.18,5.06,NA,51.02,57.66,51.01,77.9,NA,NA,-95.6,29.67,19.64,28.26,"1904",47.3,"-200.0","-550.0",-0.88,-1.41,-2.01000000000001,0,1,0,1,0,0,0,0.88,0,0.7744,0,0,1.41,0,0,2.01000000000001,-95.6
"13265",2010-10-19,"19",4.46,4.99,NA,52.11,57.66,52.1,147.7,NA,NA,-135.6,29.79,20.45,29.1,"1956",48.66,"-600.0","-550.0",-0.53,-0.689999999999998,-1.58,0,1,0,1,0,0,0,0.53,0,0.2809,0,0,0.689999999999998,0,0,1.58,-135.6
"1008",2010-10-19,"2",7.04,5.12,42.86,46.81,46.8,46.8,70.9,NA,NA,-78.5,16.77,12.88,18.98,"1251",31.49,"550.0","550.0",1.92,2.21,1.84,0,1,1,1,0,1,1.92,0,3.6864,0,1,2.21,0,1,1.84,0,-78.5
"13986",2010-10-19,"20",5.68,4.78,NA,52.65,57.66,52.64,18.7,NA,NA,-35.8,28.06,19.82,28.46,"1894",47.4,"-600.0","-550.0",0.899999999999999,0.400000000000002,-0.479999999999997,0,1,0,1,0,1,0.899999999999999,0,0.809999999999999,0,1,0.400000000000002,0,0,0,0.479999999999997,-35.8
"14707",2010-10-19,"21",6.46,4.63,NA,52.1,52.09,52.09,NA,NA,47.9,NA,26.01,18.38,26.38,"1778",44.16,"-600.0","-550.0",1.83,0.369999999999997,-0.230000000000004,1,0,0,0,0,1,1.83,0,3.3489,0,1,0.369999999999997,0,0,0,0.230000000000004,47.9
"15428",2010-10-19,"22",6.52,4.57,NA,50.78,50.77,50.77,NA,NA,9.8,NA,24.33,17.28,24.43,"1653",40.96,"-488.7","0.0",1.95,0.100000000000001,-0.649999999999999,1,0,0,0,0,1,1.95,0,3.8025,0,1,0.100000000000001,0,0,0,0.649999999999999,9.8
"16149",2010-10-19,"23",6.47,4.39,49.96,49.56,49.55,49.55,NA,NA,NA,-47.4,22.44,15.95,22.59,"1556",38.15,"83.0","550.0",2.08,0.149999999999999,-0.240000000000002,0,1,1,0,0,1,2.08,0,4.3264,0,1,0.149999999999999,0,0,0,0.240000000000002,-47.4
"16870",2010-10-19,"24",6.86,4.13,NA,47.2,47.19,47.19,NA,NA,78.7,NA,20.13,14.62,20.87,"1411",34.98,"550.0","550.0",2.73,0.740000000000002,0.229999999999997,1,0,0,0,0,1,2.73,0,7.4529,0,1,0.740000000000002,0,1,0.229999999999997,0,78.7
"1729",2010-10-19,"3",5.33,4.32,41.87,46.19,50.34,46.18,191.8,NA,NA,-237.1,16.57,12.68,18.34,"1221",30.55,"550.0","550.0",1.01,1.77,1.3,0,1,1,1,0,1,1.01,0,1.0201,0,1,1.77,0,1,1.3,0,-237.1
"2450",2010-10-19,"4",5.2,3.92,43.45,46.29,50.34,46.28,200,NA,NA,-194,16.61,12.81,18.07,"1212",30.19,"550.0","550.0",1.28,1.46,0.77,0,1,1,1,0,1,1.28,0,1.6384,0,1,1.46,0,1,0.77,0,-194
"3171",2010-10-19,"5",5.45,3.68,43.79,46.88,50.34,46.87,200,NA,NA,-124.9,17.26,12.92,18.49,"1224",30.73,"550.0","550.0",1.77,1.23,0.550000000000001,0,1,1,1,0,1,1.77,0,3.1329,0,1,1.23,0,1,0.550000000000001,0,-124.9
"3892",2010-10-19,"6",5.64,3.5,43.1,47.09,50.34,47.08,183.6,NA,NA,-307.8,18.75,13.69,19.96,"1318",33.14,"550.0","550.0",2.14,1.21,0.700000000000003,0,1,1,1,0,1,2.14,0,4.5796,0,1,1.21,0,1,0.700000000000003,0,-307.8
"4613",2010-10-19,"7",5.56,3.36,NA,51.51,51.5,51.5,NA,NA,NA,-12.2,22.76,15.68,23.25,"1519",38.44,"-236.4","292.6",2.2,0.489999999999998,0,0,1,0,0,0,1,2.2,0,4.84,0,1,0.489999999999998,0,0,0,0,-12.2
"5334",2010-10-19,"8",5.75,3.36,NA,50.68,50.67,44.82,NA,NA,NA,-58.2,27.89,17.69,28.34,"1751",45.85,"-200.0","-307.3",2.39,0.449999999999999,0.270000000000003,0,1,0,0,0,1,2.39,0,5.7121,0,1,0.449999999999999,0,1,0.270000000000003,0,-58.2
"6055",2010-10-19,"9",5.4,3.47,46.9,50.9,50.89,40.9,NA,-110,108,NA,29.76,18.71,29.94,"1872",48.66,"-200.0","-496.7",1.93,0.18,0.189999999999998,1,0,1,0,1,1,1.93,0,3.7249,0,1,0.18,0,1,0.189999999999998,0,108
"288",2010-10-20,"1",6.93,4.4,NA,47.67,47.66,47.66,NA,NA,104.9,NA,18.12,12.6,18.96,"1254",31.5,"527.0","550.0",2.53,0.84,0.780000000000001,1,0,0,0,0,1,2.53,0,6.4009,0,1,0.84,0,1,0.780000000000001,0,104.9
"6777",2010-10-20,"10",9.85,10,NA,51.51,75.85,51.5,165.2,NA,NA,-59.4,29.29,19.33,31.4,"1892",50.32,"-500.0","-550.0",-0.15,2.11,1.7,0,1,0,1,0,0,0,0.15,0,0.0225000000000001,1,2.11,0,1,1.7,0,-59.4
"7498",2010-10-20,"11",11.32,11.45,NA,51.11,66.27,51.1,159.3,NA,NA,-14.7,29.69,19.15,31.56,"1951",51.07,"-400.0","-550.0",-0.129999999999999,1.87,2.23,0,1,0,1,0,0,0,0.129999999999999,0,0.0168999999999997,1,1.87,0,1,2.23,0,-14.7
"8219",2010-10-20,"12",12.82,12.61,NA,50.5,66.38,50.49,159.8,NA,15.4,NA,29.36,19.22,31.53,"1985",51.38,"-400.0","-550.0",0.210000000000001,2.17,2.8,1,0,0,1,0,1,0.210000000000001,0,0.0441000000000004,0,1,2.17,0,1,2.8,0,15.4
"8940",2010-10-20,"13",13.72,13.96,NA,49.98,66.27,49.97,146.3,NA,NA,-5.5,28.42,19.13,30.92,"1998",50.9,"-400.0","-244.0",-0.24,2.5,3.35,0,1,0,1,0,0,0,0.24,0,0.0576000000000001,1,2.5,0,1,3.35,0,-5.5
"9661",2010-10-20,"14",13.48,14.52,NA,49.83,58.85,49.82,66.2,NA,276.9,NA,28.63,19.09,30.76,"1995",50.71,"-400.0","-137.5",-1.04,2.13,2.99,1,0,0,1,0,0,0,1.04,0,1.0816,1,2.13,0,1,2.99,0,276.9
"10382",2010-10-20,"15",12.88,14.62,NA,49.96,58.85,49.95,149.9,NA,111.4,NA,27.83,18.46,30.27,"1959",49.86,"-400.0","0.0",-1.74,2.44,3.57,1,0,0,1,0,0,0,1.74,0,3.02759999999999,1,2.44,0,1,3.57,0,111.4
"11103",2010-10-20,"16",13.57,14.56,48,48.37,58.85,48.36,127,NA,159.8,NA,26.35,17.74,29.07,"1906",48.13,"-400.0","138.6",-0.99,2.72,4.04,1,0,1,1,0,0,0,0.99,0,0.9801,1,2.72,0,1,4.04,0,159.8
"11824",2010-10-20,"17",13.53,13.77,49.98,47.7,60.79,47.69,218.4,NA,NA,-167.3,25.86,17.79,28.65,"1965",48.3,"-292.9","550.0",-0.24,2.79,4.65,0,1,1,1,0,0,0,0.24,0,0.0576000000000001,1,2.79,0,1,4.65,0,-167.3
"12545",2010-10-20,"18",12.4,11.97,NA,50.01,56.4,50,113,NA,NA,-35.4,27.45,18.4,29.74,"2085",50.59,"-400.0","253.5",0.43,2.29,4.74000000000001,0,1,0,1,0,1,0.43,0,0.1849,0,1,2.29,0,1,4.74000000000001,0,-35.4
"13266",2010-10-20,"19",11.16,9.67,NA,51.55,58.85,51.54,105.8,NA,NA,-83.7,28.32,19.32,30.15,"2108",51.23,"-400.0","-346.4",1.49,1.83,3.59,0,1,0,1,0,1,1.49,0,2.2201,0,1,1.83,0,1,3.59,0,-83.7
"1009",2010-10-20,"2",7.08,4.38,NA,47.66,50.06,47.65,91.8,NA,NA,-55.2,17.33,11.71,18.24,"1177",30.01,"550.0","550.0",2.7,0.91,0.970000000000002,0,1,0,1,0,1,2.7,0,7.29,0,1,0.91,0,1,0.970000000000002,0,-55.2
"13987",2010-10-20,"20",10.42,8.23,NA,52.04,60.07,52.03,125,NA,NA,-104.9,27.67,19.11,28.9,"2032",49.22,"-400.0","-550.0",2.19,1.23,2.44,0,1,0,1,0,1,2.19,0,4.7961,0,1,1.23,0,1,2.44,0,-104.9
"14708",2010-10-20,"21",8.96,7.31,NA,51.95,59.46,51.94,123,NA,NA,-126.2,25.66,17.62,27.11,"1916",46.27,"-400.0","-550.0",1.65,1.45,2.99,0,1,0,1,0,1,1.65,0,2.7225,0,1,1.45,0,1,2.99,0,-126.2
"15429",2010-10-20,"22",7.67,6.4,NA,50.24,55.73,50.23,111.5,NA,NA,-29.4,24.18,17.31,25.13,"1775",42.88,"-336.7","45.5",1.27,0.949999999999999,1.39000000000001,0,1,0,1,0,1,1.27,0,1.6129,0,1,0.949999999999999,0,1,1.39000000000001,0,-29.4
"16150",2010-10-20,"23",6.02,5.72,NA,48.1,53.95,48.09,149.3,NA,19.5,NA,22.33,16.05,23.41,"1666",40.07,"425.5","550.0",0.3,1.08,1.69,1,0,0,1,0,1,0.3,0,0.0899999999999999,0,1,1.08,0,1,1.69,0,19.5
