,index,Unnamed: 0,plant_code,plant_name,report_year,state,county,ownership,sector,zip,lat,long,bal_auth_code,bal_auth_name,trans_owner,trans_owner_id,solar_cap,wind_cap,intermittent_cap,wat_source,isrsrvr,prop_interm_cap,prime_mover,uprate_or_repower,prop_gen,investment,plan_uprate_sum,op_year,nameplate,tot_nameplate,perc_intermittent,utility,plan_uprate,isRPS
3498,10510,10510,6480,San Francisquito 2,2014,CA,Los Angeles,S,1,91390,34.534337,-118.525113,LDWP,Los Angeles Department of Water and Power,Los Angeles City of,11208,232.7,135,367.7,Los Angeles Aqueduct,0,556.2,HY,0,0,0,,1920,28,6733.4,0.05460837,1,0,1
3499,10511,10511,6480,San Francisquito 2,2014,CA,Los Angeles,S,1,91390,34.534337,-118.525113,LDWP,Los Angeles Department of Water and Power,Los Angeles City of,11208,232.7,135,367.7,Los Angeles Aqueduct,0,556.2,HY,0,0,0,,1920,28,6733.4,0.05460837,1,0,1
3500,10522,10522,6483,Mcindoes,2014,NH,Grafton,S,2,3771,44.2603,-72.0592,ISNE,ISO New England Inc.,Green Mountain Power Corp,7601,24.1,81,105.1,Connecticut River,0,0,HY,0,0,0,,1931,10.4,433.4,0.242501154,0,0,1
3501,10523,10523,6483,Mcindoes,2014,NH,Grafton,S,2,3771,44.2603,-72.0592,ISNE,ISO New England Inc.,Green Mountain Power Corp,7601,24.1,81,105.1,Connecticut River,0,0,HY,0,0,0,,1931,10.4,433.4,0.242501154,0,0,1
3502,10524,10524,6483,Mcindoes,2014,NH,Grafton,S,2,3771,44.2603,-72.0592,ISNE,ISO New England Inc.,Green Mountain Power Corp,7601,24.1,81,105.1,Connecticut River,0,0,HY,0,0,0,,1931,10.4,433.4,0.242501154,0,0,1
3503,10525,10525,6483,Mcindoes,2014,NH,Grafton,S,2,3771,44.2603,-72.0592,ISNE,ISO New England Inc.,Green Mountain Power Corp,7601,24.1,81,105.1,Connecticut River,0,0,HY,0,0,0,,1931,10.4,433.4,0.242501154,0,0,1
3504,10532,10532,6484,Bend,2014,OR,Deschutes,S,1,97701,44.062326,-121.313331,PACE,PacifiCorp - East,PacifiCorp,14354,2,2221.9,2223.9,Deschutes River,0,3840.9,HY,0,0,0,,1913,1.1,14637.7,0.151929606,1,0,1
3505,10533,10533,6484,Bend,2014,OR,Deschutes,S,1,97701,44.062326,-121.313331,PACE,PacifiCorp - East,PacifiCorp,14354,2,2221.9,2223.9,Deschutes River,0,3840.9,HY,0,0,0,,1913,1.1,14637.7,0.151929606,1,0,1
3506,10534,10534,6484,Bend,2014,OR,Deschutes,S,1,97701,44.062326,-121.313331,PACE,PacifiCorp - East,PacifiCorp,14354,2,2221.9,2223.9,Deschutes River,0,3840.9,HY,0,0,0,,1913,1.1,14637.7,0.151929606,1,0,1
3507,10541,10541,6486,Mill C,2014,NY,CLINTON,S,1,12901,44.6967,-73.6122,NYIS,New York Independent System Operator,New York State Elec & Gas Corp,13511,1.8,579.1,580.9,Saranac River,0,16.1,HY,0,0,0,,1943,6,2474.7,0.234735523,1,0,1
3508,10542,10542,6486,Mill C,2014,NY,CLINTON,S,1,12901,44.6967,-73.6122,NYIS,New York Independent System Operator,New York State Elec & Gas Corp,13511,1.8,579.1,580.9,Saranac River,0,16.1,HY,0,0,0,,1943,6,2474.7,0.234735523,1,0,1
3509,10543,10543,6486,Mill C,2014,NY,CLINTON,S,1,12901,44.6967,-73.6122,NYIS,New York Independent System Operator,New York State Elec & Gas Corp,13511,1.8,579.1,580.9,Saranac River,0,16.1,HY,0,0,0,,1943,6,2474.7,0.234735523,1,0,1
3511,10551,10551,6505,Oak Grove,2014,OR,Clackamas,S,1,97023,45.122009,-122.06987,PGE,Portland General Electric Company,Portland General Electric Company,15248,4.3,0,4.3,Oak Grove Fork Of Clackamas Ri,0,0,HY,0,0,0,,1924,51,2071,0.002076292,1,0,1
3512,10552,10552,6505,Oak Grove,2014,OR,Clackamas,S,1,97023,45.122009,-122.06987,PGE,Portland General Electric Company,Portland General Electric Company,15248,4.3,0,4.3,Oak Grove Fork Of Clackamas Ri,0,0,HY,0,0,0,,1924,51,2071,0.002076292,1,0,1
3513,10561,10561,6506,Moyie Springs,2014,ID,Boundary,S,1,83845,48.7339,-116.1752,BPAT,Bonneville Power Administration,City of Bonners Ferry,1956,0,0,0,Moyie River,0,0,HY,0,0,0,,1921,3.9,3.9,0,1,0,0
3514,10562,10562,6506,Moyie Springs,2014,ID,Boundary,S,1,83845,48.7339,-116.1752,BPAT,Bonneville Power Administration,City of Bonners Ferry,1956,0,0,0,Moyie River,0,0,HY,0,0,0,,1921,3.9,3.9,0,1,0,0
3515,10563,10563,6506,Moyie Springs,2014,ID,Boundary,S,1,83845,48.7339,-116.1752,BPAT,Bonneville Power Administration,City of Bonners Ferry,1956,0,0,0,Moyie River,0,0,HY,0,0,0,,1921,3.9,3.9,0,1,0,0
3516,10564,10564,6506,Moyie Springs,2014,ID,Boundary,S,1,83845,48.7339,-116.1752,BPAT,Bonneville Power Administration,City of Bonners Ferry,1956,0,0,0,Moyie River,0,0,HY,0,0,0,,1921,3.9,3.9,0,1,0,0
3517,10567,10567,6507,Drop 2 (WA),2014,WA,Yakima,S,1,98951,46.4492,-120.5342,BPAT,Bonneville Power Administration,Yakama Power,56621,0,0,0,Irrigation Canal,0,0,HY,1,0,1,0,1942,2.5,4.1,0,1,0,1
3518,10572,10572,6513,Fleish,2014,NV,Washoe,S,2,89439,39.2851,-119.5933,NEVP,Nevada Power Company,Sierra Pacific Power Co,17166,23,150,173,Truckee River,0,125,HY,0,0,0,,1914,2,2980.3,0.058047848,0,0,1
3519,10577,10577,6517,Keowee,2014,SC,Pickens,S,1,29672,34.7981,-82.8872,DUK,Duke Energy Carolinas,"Duke Energy Carolinas, LLC",5416,207.4,0,207.4,Keowee River,0,949,HY,0,0,0,,1971,157.6,27874.8,0.007440412,1,0,1
3520,10578,10578,6517,Keowee,2014,SC,Pickens,S,1,29672,34.7981,-82.8872,DUK,Duke Energy Carolinas,"Duke Energy Carolinas, LLC",5416,207.4,0,207.4,Keowee River,0,949,HY,0,0,0,,1971,157.6,27874.8,0.007440412,1,0,1
3521,10585,10585,6519,Vergennes 9,2014,VT,Addison,S,1,5491,44.1664,-73.2575,ISNE,ISO New England Inc.,Green Mountain Power Corp,7601,24.1,81,105.1,Otter Creek,0,0,HY,0,0,0,,1912,2.4,433.4,0.242501154,1,0,1
3522,10586,10586,6519,Vergennes 9,2014,VT,Addison,S,1,5491,44.1664,-73.2575,ISNE,ISO New England Inc.,Green Mountain Power Corp,7601,24.1,81,105.1,Otter Creek,0,0,HY,0,0,0,,1912,2.4,433.4,0.242501154,1,0,1
3523,10587,10587,6519,Vergennes 9,2014,VT,Addison,S,1,5491,44.1664,-73.2575,ISNE,ISO New England Inc.,Green Mountain Power Corp,7601,24.1,81,105.1,Otter Creek,0,0,HY,0,0,0,,1912,2.4,433.4,0.242501154,1,0,1
3524,10590,10590,6520,Waterbury 22,2014,VT,Washington,S,1,5676,44.38126,-72.76769,ISNE,ISO New England Inc.,Green Mountain Power Corp,7601,24.1,81,105.1,Waterbury Reservoir,1,0,HY,0,0,0,,1953,5.5,433.4,0.242501154,1,0,1
3525,10597,10597,6521,Lahontan,2014,NV,CHURCHILL,W,1,89406,39.4625,-119.0667,NEVP,Nevada Power Company,Sierra Pacific Power Co,17166,23,150,173,Lahontan Reservoir,1,125,HY,0,0,0,,1911,1.8,2980.3,0.058047848,1,0,1
3526,10598,10598,6521,Lahontan,2014,NV,CHURCHILL,W,1,89406,39.4625,-119.0667,NEVP,Nevada Power Company,Sierra Pacific Power Co,17166,23,150,173,Lahontan Reservoir,1,125,HY,0,0,0,,1911,1.8,2980.3,0.058047848,1,0,1
3527,10599,10599,6521,Lahontan,2014,NV,CHURCHILL,W,1,89406,39.4625,-119.0667,NEVP,Nevada Power Company,Sierra Pacific Power Co,17166,23,150,173,Lahontan Reservoir,1,125,HY,0,0,0,,1911,1.8,2980.3,0.058047848,1,0,1
3528,10606,10606,6522,Yards Creek,2014,NJ,Warren,J,1,7825,41.0006,-75.0314,PJM,"PJM Interconnection, LLC",Jersey Central Power & Lt Co,9726,123.8,0,123.8,Creek Reservoirs,1,35,PS,0,0,0,,1965,453,4496.8,0.027530688,1,0,1
3529,10607,10607,6522,Yards Creek,2014,NJ,Warren,J,1,7825,41.0006,-75.0314,PJM,"PJM Interconnection, LLC",Jersey Central Power & Lt Co,9726,123.8,0,123.8,Creek Reservoirs,1,35,PS,0,0,0,,1965,453,4496.8,0.027530688,1,0,1
3530,10608,10608,6522,Yards Creek,2014,NJ,Warren,J,1,7825,41.0006,-75.0314,PJM,"PJM Interconnection, LLC",Jersey Central Power & Lt Co,9726,123.8,0,123.8,Creek Reservoirs,1,35,PS,0,0,0,,1965,453,4496.8,0.027530688,1,0,1
3531,10613,10613,6527,E J West,2014,NY,Saratoga,S,2,12846,43.318906,-73.920785,NYIS,New York Independent System Operator,National Grid,56404,13.4,411,424.4,Sacandaga,0,358.1,HY,0,0,0,,1930,22,8460.6,0.050161927,0,0,1
3532,10614,10614,6527,E J West,2014,NY,Saratoga,S,2,12846,43.318906,-73.920785,NYIS,New York Independent System Operator,National Grid,56404,13.4,411,424.4,Sacandaga,0,358.1,HY,0,0,0,,1930,22,8460.6,0.050161927,0,0,1
3533,10617,10617,6529,Searsburg,2014,VT,Bennington,S,2,5363,42.87084,-72.92732,ISNE,ISO New England Inc.,Green Mountain Power Corp,7601,24.1,81,105.1,Deerfield River,0,0,HY,0,0,0,,1922,4.1,433.4,0.242501154,0,0,1
3534,10620,10620,6531,Verdi,2014,NV,WASHOE,S,2,89439,39.3125,-119.585,NEVP,Nevada Power Company,Sierra Pacific Power Co,17166,23,150,173,Truckee River,0,125,HY,0,0,0,,1911,2.4,2980.3,0.058047848,0,0,1
3535,10625,10625,6532,Washoe,2014,NV,Washoe,S,2,89439,39.3022,-119.5604,NEVP,Nevada Power Company,Sierra Pacific Power Co,17166,23,150,173,Truckee River,0,125,HY,0,0,0,,1904,2.6,2980.3,0.058047848,0,0,1
3536,10626,10626,6532,Washoe,2014,NV,Washoe,S,2,89439,39.3022,-119.5604,NEVP,Nevada Power Company,Sierra Pacific Power Co,17166,23,150,173,Truckee River,0,125,HY,0,0,0,,1904,2.6,2980.3,0.058047848,0,0,1
3537,10631,10631,6537,Little Cottonwood,2014,UT,Salt Lake,S,1,84070,40.584985,-111.800605,PACE,PacifiCorp - East,City of Murray,13137,0,0,0,Little Cottonwood Creek,0,0,HY,0,0,0,,1983,4.8,46.8,0,1,0,0
3538,10632,10632,6537,Little Cottonwood,2014,UT,Salt Lake,S,1,84070,40.584985,-111.800605,PACE,PacifiCorp - East,City of Murray,13137,0,0,0,Little Cottonwood Creek,0,0,HY,0,0,0,,1983,4.8,46.8,0,1,0,0
3539,10639,10639,6543,FirstEnergy Dam 4,2014,WV,Jefferson,S,2,25400,39.493056,-77.826944,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Potomac River,0,0,HY,0,0,0,,1909,1.9,6570.3,0.007670883,0,0,1
3540,10640,10640,6543,FirstEnergy Dam 4,2014,WV,Jefferson,S,2,25400,39.493056,-77.826944,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Potomac River,0,0,HY,0,0,0,,1909,1.9,6570.3,0.007670883,0,0,1
3541,10641,10641,6543,FirstEnergy Dam 4,2014,WV,Jefferson,S,2,25400,39.493056,-77.826944,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Potomac River,0,0,HY,0,0,0,,1909,1.9,6570.3,0.007670883,0,0,1
3542,10646,10646,6544,FirstEnergy Dam 5,2014,WV,Berkeley,S,2,25400,39.605,-77.923055,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Potomac River,0,0,HY,0,0,0,,1919,1,6570.3,0.007670883,0,0,1
3543,10647,10647,6544,FirstEnergy Dam 5,2014,WV,Berkeley,S,2,25400,39.605,-77.923055,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Potomac River,0,0,HY,0,0,0,,1919,1,6570.3,0.007670883,0,0,1
3544,10654,10654,6546,FirstEnergy Millville,2014,WV,Jefferson,S,2,25400,39.273056,-77.784444,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Shenandoah River,0,0,HY,0,0,0,,1913,2.8,6570.3,0.007670883,0,0,1
3545,10655,10655,6546,FirstEnergy Millville,2014,WV,Jefferson,S,2,25400,39.273056,-77.784444,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Shenandoah River,0,0,HY,0,0,0,,1913,2.8,6570.3,0.007670883,0,0,1
3546,10656,10656,6546,FirstEnergy Millville,2014,WV,Jefferson,S,2,25400,39.273056,-77.784444,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Shenandoah River,0,0,HY,0,0,0,,1913,2.8,6570.3,0.007670883,0,0,1
3547,10661,10661,6552,Foster,2014,OR,Linn,S,1,97452,44.4146,-122.6712,BPAT,Bonneville Power Administration,Bonneville Power Admin,1738,0,4628.5,4628.5,South Santiam River,0,373.8,HY,0,0,0,,1968,20,34996.4,0.132256461,1,0,1
3548,10662,10662,6552,Foster,2014,OR,Linn,S,1,97452,44.4146,-122.6712,BPAT,Bonneville Power Administration,Bonneville Power Admin,1738,0,4628.5,4628.5,South Santiam River,0,373.8,HY,0,0,0,,1968,20,34996.4,0.132256461,1,0,1
3549,10669,10669,6560,London,2014,WV,Kanawha,S,1,25126,38.1944,-81.3706,PJM,"PJM Interconnection, LLC",Appalachian Power Co,733,0,0,0,Kanawha River,0,0,HY,0,0,0,,1935,14.4,9860.1,0,1,0,0
3550,10670,10670,6560,London,2014,WV,Kanawha,S,1,25126,38.1944,-81.3706,PJM,"PJM Interconnection, LLC",Appalachian Power Co,733,0,0,0,Kanawha River,0,0,HY,0,0,0,,1935,14.4,9860.1,0,1,0,0
3551,10671,10671,6560,London,2014,WV,Kanawha,S,1,25126,38.1944,-81.3706,PJM,"PJM Interconnection, LLC",Appalachian Power Co,733,0,0,0,Kanawha River,0,0,HY,0,0,0,,1935,14.4,9860.1,0,1,0,0
3552,10678,10678,6561,Marmet,2014,WV,Kanawha,S,1,25315,38.2526,-81.5695,PJM,"PJM Interconnection, LLC",Appalachian Power Co,733,0,0,0,Kanawha River,0,0,HY,0,0,0,,1935,14.4,9860.1,0,1,0,0
3553,10679,10679,6561,Marmet,2014,WV,Kanawha,S,1,25315,38.2526,-81.5695,PJM,"PJM Interconnection, LLC",Appalachian Power Co,733,0,0,0,Kanawha River,0,0,HY,0,0,0,,1935,14.4,9860.1,0,1,0,0
3554,10680,10680,6561,Marmet,2014,WV,Kanawha,S,1,25315,38.2526,-81.5695,PJM,"PJM Interconnection, LLC",Appalachian Power Co,733,0,0,0,Kanawha River,0,0,HY,0,0,0,,1935,14.4,9860.1,0,1,0,0
3555,10687,10687,6562,Winfield,2014,WV,Putnam,S,1,25213,38.5274,-81.91392,PJM,"PJM Interconnection, LLC",Appalachian Power Co,733,0,0,0,Kanawha River,0,0,HY,0,0,0,,1938,24.5,9860.1,0,1,0,0
3556,10688,10688,6562,Winfield,2014,WV,Putnam,S,1,25213,38.5274,-81.91392,PJM,"PJM Interconnection, LLC",Appalachian Power Co,733,0,0,0,Kanawha River,0,0,HY,0,0,0,,1938,24.5,9860.1,0,1,0,0
3557,10689,10689,6562,Winfield,2014,WV,Putnam,S,1,25213,38.5274,-81.91392,PJM,"PJM Interconnection, LLC",Appalachian Power Co,733,0,0,0,Kanawha River,0,0,HY,0,0,0,,1938,24.5,9860.1,0,1,0,0
3558,10696,10696,6580,Beaver Falls,2014,AK,Ketchikan Gateway,S,1,99901,55.37975,-131.470269,,,Ketchikan Public Utilities,10210,0,0,0,Lower Silvis Lake,1,0,HY,0,0,0,,1947,5.4,37.6,0,1,0,0
3559,10697,10697,6580,Beaver Falls,2014,AK,Ketchikan Gateway,S,1,99901,55.37975,-131.470269,,,Ketchikan Public Utilities,10210,0,0,0,Lower Silvis Lake,1,0,HY,0,0,0,,1947,5.4,37.6,0,1,0,0
3560,10698,10698,6580,Beaver Falls,2014,AK,Ketchikan Gateway,S,1,99901,55.37975,-131.470269,,,Ketchikan Public Utilities,10210,0,0,0,Lower Silvis Lake,1,0,HY,0,0,0,,1947,5.4,37.6,0,1,0,0
3561,10701,10701,6581,Silvis,2014,AK,Ketchikan Gateway,S,1,99901,55.381402,-131.517758,,,Ketchikan Public Utilities,10210,0,0,0,Upper Silvis Lake,1,0,HY,0,0,0,,1968,2.1,37.6,0,1,0,0
3562,10706,10706,6595,Toledo Bend,2014,TX,Newton,W,1,75932,31.173484,-93.565877,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Entergy Texas Inc.,55937,0,0,0,Toledo Bend Reservoir,1,0,HY,0,0,0,,1969,81,3005.5,0,1,0,1
3563,10707,10707,6595,Toledo Bend,2014,TX,Newton,W,1,75932,31.173484,-93.565877,MISO,"Midcontinent Independent Transmission System Operator, Inc..",Entergy Texas Inc.,55937,0,0,0,Toledo Bend Reservoir,1,0,HY,0,0,0,,1969,81,3005.5,0,1,0,1
3568,10722,10722,6612,Union Valley,2014,CA,El Dorado,S,1,95725,38.86429,-120.444335,BANC,Balancing Authority of Northern California,Sacramento Municipal Util Dist,16534,108.7,0,108.7,Silver Creek,0,0,HY,0,0,0,,1963,38.6,1955,0.055601023,1,0,1
3569,10731,10731,6618,Highgate Falls,2014,VT,Franklin,S,1,5488,44.933611,-73.051111,ISNE,ISO New England Inc.,Village of Swanton,18371,0,0,0,Missisquoi River,0,0,HY,0,0,0,,1923,11.1,11.1,0,1,0,0
3570,10732,10732,6618,Highgate Falls,2014,VT,Franklin,S,1,5488,44.933611,-73.051111,ISNE,ISO New England Inc.,Village of Swanton,18371,0,0,0,Missisquoi River,0,0,HY,0,0,0,,1923,11.1,11.1,0,1,0,0
3571,10733,10733,6618,Highgate Falls,2014,VT,Franklin,S,1,5488,44.933611,-73.051111,ISNE,ISO New England Inc.,Village of Swanton,18371,0,0,0,Missisquoi River,0,0,HY,0,0,0,,1923,11.1,11.1,0,1,0,0
3572,10734,10734,6618,Highgate Falls,2014,VT,Franklin,S,1,5488,44.933611,-73.051111,ISNE,ISO New England Inc.,Village of Swanton,18371,0,0,0,Missisquoi River,0,0,HY,0,0,0,,1923,11.1,11.1,0,1,0,0
3573,10744,10744,6623,Fort Peck,2014,MT,McCone,S,1,59223,48.0122,-106.4123,WAUW,Western Area Power Administration UGP West,Western Area Power Administration,27000,0,497,497,Missouri River,0,1097.8,HY,0,0,0,,1943,185.3,14643.9,0.033939046,1,0,1
3574,10745,10745,6623,Fort Peck,2014,MT,McCone,S,1,59223,48.0122,-106.4123,WAUW,Western Area Power Administration UGP West,Western Area Power Administration,27000,0,497,497,Missouri River,0,1097.8,HY,0,0,0,,1943,185.3,14643.9,0.033939046,1,0,1
3575,10746,10746,6623,Fort Peck,2014,MT,McCone,S,1,59223,48.0122,-106.4123,WAUW,Western Area Power Administration UGP West,Western Area Power Administration,27000,0,497,497,Missouri River,0,1097.8,HY,0,0,0,,1943,185.3,14643.9,0.033939046,1,0,1
3576,10747,10747,6623,Fort Peck,2014,MT,McCone,S,1,59223,48.0122,-106.4123,WAUW,Western Area Power Administration UGP West,Western Area Power Administration,27000,0,497,497,Missouri River,0,1097.8,HY,0,0,0,,1943,185.3,14643.9,0.033939046,1,0,1
3577,10748,10748,6623,Fort Peck,2014,MT,McCone,S,1,59223,48.0122,-106.4123,WAUW,Western Area Power Administration UGP West,Western Area Power Administration,27000,0,497,497,Missouri River,0,1097.8,HY,0,0,0,,1943,185.3,14643.9,0.033939046,1,0,1
3578,10755,10755,6624,Gavins Point,2014,NE,Cedar,S,1,57078,42.848829,-97.481479,WAUE,Western Area Power Administration - Upper Great Plains East,Western Area Power Administration,27000,0,497,497,Missouri River,0,1097.8,HY,0,0,0,,1956,132.3,14643.9,0.033939046,1,0,1
3579,10756,10756,6624,Gavins Point,2014,NE,Cedar,S,1,57078,42.848829,-97.481479,WAUE,Western Area Power Administration - Upper Great Plains East,Western Area Power Administration,27000,0,497,497,Missouri River,0,1097.8,HY,0,0,0,,1956,132.3,14643.9,0.033939046,1,0,1
3580,10757,10757,6624,Gavins Point,2014,NE,Cedar,S,1,57078,42.848829,-97.481479,WAUE,Western Area Power Administration - Upper Great Plains East,Western Area Power Administration,27000,0,497,497,Missouri River,0,1097.8,HY,0,0,0,,1956,132.3,14643.9,0.033939046,1,0,1
3581,10766,10766,6636,FirstEnergy Lake Lynn Power Station,2014,PA,FAYETTE,S,2,15451,39.720278,-79.856111,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Gressy Run,1,0,HY,0,0,0,,1926,51.2,6570.3,0.007670883,0,0,1
3582,10767,10767,6636,FirstEnergy Lake Lynn Power Station,2014,PA,FAYETTE,S,2,15451,39.720278,-79.856111,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Gressy Run,1,0,HY,0,0,0,,1926,51.2,6570.3,0.007670883,0,0,1
3583,10768,10768,6636,FirstEnergy Lake Lynn Power Station,2014,PA,FAYETTE,S,2,15451,39.720278,-79.856111,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Gressy Run,1,0,HY,0,0,0,,1926,51.2,6570.3,0.007670883,0,0,1
3584,10769,10769,6636,FirstEnergy Lake Lynn Power Station,2014,PA,FAYETTE,S,2,15451,39.720278,-79.856111,PJM,"PJM Interconnection, LLC",West Penn Power Co,20387,0,50.4,50.4,Gressy Run,1,0,HY,0,0,0,,1926,51.2,6570.3,0.007670883,0,0,1
3585,10772,10772,6644,Lake Mathews,2014,CA,Riverside,S,1,92503,33.8553,-117.4537,CISO,California Independent System Operator,Southern California Edison Co,17609,3220.2,3522.8,6743,River,0,2602.7,HY,0,0,0,,1980,4.9,25231.4,0.267246368,1,0,1
3586,10777,10777,6645,Foothill Feeder,2014,CA,Los Angeles,S,1,91384,34.5148,-118.6092,CISO,California Independent System Operator,Southern California Edison Co,17609,3220.2,3522.8,6743,River,0,2602.7,HY,0,0,0,,1981,9,25231.4,0.267246368,1,0,1
3587,10778,10778,6645,Foothill Feeder,2014,CA,Los Angeles,S,1,91384,34.5148,-118.6092,CISO,California Independent System Operator,Southern California Edison Co,17609,3220.2,3522.8,6743,River,0,2602.7,HY,0,0,0,,1981,9,25231.4,0.267246368,1,0,1
3588,10781,10781,6646,San Dimas,2014,CA,Los Angeles,S,1,91773,34.1275,-117.7958,CISO,California Independent System Operator,Southern California Edison Co,17609,3220.2,3522.8,6743,River,0,2602.7,HY,0,0,0,,1981,9.9,25231.4,0.267246368,1,0,1
3591,10794,10794,6789,St Stephen,2014,SC,Berkeley,S,1,29479,33.4261,-79.93,SC,South Carolina Public Service Authority,South Carolina Pub Serv Auth,17543,0,0,0,Lake Moultrie,1,0,HY,0,0,0,,1985,84,5311.3,0,1,0,0
3592,10795,10795,6789,St Stephen,2014,SC,Berkeley,S,1,29479,33.4261,-79.93,SC,South Carolina Public Service Authority,South Carolina Pub Serv Auth,17543,0,0,0,Lake Moultrie,1,0,HY,0,0,0,,1985,84,5311.3,0,1,0,0
3593,10796,10796,6789,St Stephen,2014,SC,Berkeley,S,1,29479,33.4261,-79.93,SC,South Carolina Public Service Authority,South Carolina Pub Serv Auth,17543,0,0,0,Lake Moultrie,1,0,HY,0,0,0,,1985,84,5311.3,0,1,0,0
3600,10817,10817,7012,Lower No 1,2014,ID,BONNEVILLE,S,1,83402,43.468679,-112.062499,PACE,PacifiCorp - East,Idaho Falls City of,9187,0,0,0,Snake River,0,0,HY,0,0,0,,1982,8,50.4,0,1,0,0
3601,10820,10820,7015,Unit 4,2014,UT,Sanpete,S,1,84647,39.544108,-111.418727,PACE,PacifiCorp - East,City of Mt Pleasant,13037,0,0,0,Pleasant Creek,0,0,HY,0,0,0,,1993,1.5,1.5,0,1,0,0
3608,10843,10843,7034,Hydro II,2014,UT,Cache,S,1,84321,41.743728,-111.783169,PACE,PacifiCorp - East,City of Logan,11135,0,0,0,Logan River,0,0,HY,0,0,0,,1986,6.6,28.9,0,1,0,0
3609,10844,10844,7034,Hydro II,2014,UT,Cache,S,1,84321,41.743728,-111.783169,PACE,PacifiCorp - East,City of Logan,11135,0,0,0,Logan River,0,0,HY,0,0,0,,1986,6.6,28.9,0,1,0,0
3612,10857,10857,7040,Ellis Hydro,2014,AR,Crawford,S,1,72956,35.351361,-94.294349,CSWS,American Electric Power Service Corp. As Agent For Public Svc. Co. Of Oklahoma & SW Ele Pwr Co.,Southwestern Electric Power Co,17698,0,0,0,Arkansas River,0,0,HY,0,0,0,,1988,32.4,7362.9,0,1,0,0
3613,10858,10858,7040,Ellis Hydro,2014,AR,Crawford,S,1,72956,35.351361,-94.294349,CSWS,American Electric Power Service Corp. As Agent For Public Svc. Co. Of Oklahoma & SW Ele Pwr Co.,Southwestern Electric Power Co,17698,0,0,0,Arkansas River,0,0,HY,0,0,0,,1988,32.4,7362.9,0,1,0,0
3614,10859,10859,7040,Ellis Hydro,2014,AR,Crawford,S,1,72956,35.351361,-94.294349,CSWS,American Electric Power Service Corp. As Agent For Public Svc. Co. Of Oklahoma & SW Ele Pwr Co.,Southwestern Electric Power Co,17698,0,0,0,Arkansas River,0,0,HY,0,0,0,,1988,32.4,7362.9,0,1,0,0
3615,10866,10866,7042,Humpback Creek,2014,AK,Valdez Cordova,S,1,99574,60.612822,-145.679411,,,"Cordova Electric Coop, Inc",40215,0,0,0,Humpback Creek,0,0,HY,0,0,0,,1991,0.7,17.9,0,1,0,0
3616,10867,10867,7042,Humpback Creek,2014,AK,Valdez Cordova,S,1,99574,60.612822,-145.679411,,,"Cordova Electric Coop, Inc",40215,0,0,0,Humpback Creek,0,0,HY,0,0,0,,1991,0.7,17.9,0,1,0,0
3617,10874,10874,7044,Bates Mill Upper,2014,ME,Androscoggin,S,2,4240,44.095876,-70.219009,ISNE,ISO New England Inc.,Central Maine Power Co,3266,0,207.1,207.1,Androscoggin River,0,493,HY,0,0,0,,1986,3.9,3330.4,0.062184723,0,0,1
3618,10875,10875,7044,Bates Mill Upper,2014,ME,Androscoggin,S,2,4240,44.095876,-70.219009,ISNE,ISO New England Inc.,Central Maine Power Co,3266,0,207.1,207.1,Androscoggin River,0,493,HY,0,0,0,,1986,3.9,3330.4,0.062184723,0,0,1
3619,10876,10876,7044,Bates Mill Upper,2014,ME,Androscoggin,S,2,4240,44.095876,-70.219009,ISNE,ISO New England Inc.,Central Maine Power Co,3266,0,207.1,207.1,Androscoggin River,0,493,HY,0,0,0,,1986,3.9,3330.4,0.062184723,0,0,1
3620,10889,10889,7048,Hill Mill,2014,ME,Androscoggin,S,2,4240,44.092904,-70.216965,ISNE,ISO New England Inc.,Central Maine Power Co,3266,0,207.1,207.1,Androscoggin River,0,493,HY,0,0,0,,1986,1.8,3330.4,0.062184723,0,0,1
3621,10890,10890,7048,Hill Mill,2014,ME,Androscoggin,S,2,4240,44.092904,-70.216965,ISNE,ISO New England Inc.,Central Maine Power Co,3266,0,207.1,207.1,Androscoggin River,0,493,HY,0,0,0,,1986,1.8,3330.4,0.062184723,0,0,1
3622,10891,10891,7048,Hill Mill,2014,ME,Androscoggin,S,2,4240,44.092904,-70.216965,ISNE,ISO New England Inc.,Central Maine Power Co,3266,0,207.1,207.1,Androscoggin River,0,493,HY,0,0,0,,1986,1.8,3330.4,0.062184723,0,0,1
